"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | Engage | Sparkle in Spring sale up to 60% | 1-15 Mar 26","Sparkle in Spring sale up to 60% | 1-15 Mar 26","3020 | BU DIA | Engage | Sparkle in Spring sale up to 60% | 1-15 Mar 26  [Interest]",25-34,male,3669,5362,79,,67,THB,3.71317283,,1.24953376,293.34065348,2026-03-01,2026-03-31
"3020 | BU DIA | Message |  Blossom and Glow | Sale up to 50%  | 16-31 Mar 26","Blossom and Glow | Sale up to 50%","3020 | BU DIA | Message |  Blossom and Glow | Sale up to 50%  | 16-31 Mar 26  [Interest-BKK]",25-34,female,1537,5077,255,6,376,THB,1.11337255,47.31833333,7.40594839,283.91,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Blossom and Glow | Sale up to 50%  | 16-31 Mar 26","Blossom and Glow | Sale up to 50%","3020 | BU DIA | Engage |  Blossom and Glow | Sale up to 50%  | 16-31 Mar 26  [Interest-BKK]",45-54,female,1021,1382,180,,117,THB,1.50013696,,8.46599132,270.02465252,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | LEVA Collection | 1-19 Mar 26","LEVA Collection | 1-19 Mar 26","3020 | BU DIA | Engage | LEVA Collection | 1-19 Mar 26 [Interest]",25-34,male,5327,7984,90,,69,THB,2.98212459,,0.86422846,268.39121328,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Sparkle in Spring sale up to 60% | 1-15 Mar 26","Sparkle in Spring sale up to 60% | 1-15 Mar 26","3020 | BU DIA | Engage | Sparkle in Spring sale up to 60% | 1-15 Mar 26  [Interest]",25-34,female,3211,4535,92,,80,THB,2.83483734,,1.76405733,260.8050353,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26","New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26","3020 | BU DIA | Engage | New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26 [Interest]",35-44,female,3017,5046,89,,82,THB,2.88300011,,1.62504954,256.58701005,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26","New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26","3020 | BU DIA | Engage | New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26 [Interest]",45-54,female,2588,4473,78,,69,THB,3.20880247,,1.54258887,250.28659237,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26","New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26","3020 | BU DIA | Engage | New Arrival เครื่องประดับมุกแท้ | 3-31 Mar 26 [Interest]",55-64,female,1932,3350,46,,43,THB,5.38557442,,1.28358209,247.73642331,2026-03-01,2026-03-31
"3020 | BU DIA | Message | Wedding Package Aurora Diamond |  2-31 Mar 26","Wedding Package Aurora Diamond |  2-31 Mar 26","3020 | BU DIA | Message | Wedding Package Aurora Diamond |  2-31 Mar 26 [Interest-BKK]",35-44,female,840,1814,211,9,279,THB,1.17039968,27.43937026,15.38037486,246.95433234,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Blossom and Glow | Sale up to 50%  | 16-31 Mar 26","Blossom and Glow | Sale up to 50%","3020 | BU DIA | Engage |  Blossom and Glow | Sale up to 50%  | 16-31 Mar 26  [Interest-BKK]",55-64,female,730,908,138,,96,THB,1.77220445,,10.57268722,244.56421384,2026-03-01,2026-03-31
