"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",65+,male,21,33,3,,4,THB,0.30280735,,12.12121212,0.90842206,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",25-34,unknown,9,22,2,,4,THB,0.44463661,,18.18181818,0.88927322,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Retargeting]",55-64,unknown,8,15,13,,2,THB,0.06767347,,13.33333333,0.87975515,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68",65+,male,22,30,1,,2,THB,0.7693806,,6.66666667,0.7693806,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",35-44,unknown,10,16,,,0,THB,,,0,0.74736426,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Interest]",18-24,unknown,14,15,13,,1,THB,0.05452811,,6.66666667,0.70886547,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",35-44,unknown,27,34,5,,6,THB,0.14175377,,17.64705882,0.70876886,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",25-34,unknown,7,15,,,0,THB,,,0,0.64875788,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Retargeting]",18-24,unknown,9,15,2,,2,THB,0.31461531,,13.33333333,0.62923061,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68 [Interest]",25-34,unknown,8,9,,,0,THB,,,0,0.55920509,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",18-24,male,12,14,,,0,THB,,,0,0.48827798,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",45-54,unknown,12,17,1,,1,THB,0.46918502,,5.88235294,0.46918502,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68 [Interest]",35-44,unknown,14,19,,,0,THB,,,0,0.42938963,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",25-34,unknown,7,11,1,,1,THB,0.42848884,,9.09090909,0.42848884,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Interest]",45-54,unknown,11,11,4,,0,THB,0.09235219,,0,0.36940877,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",65+,male,10,15,2,,3,THB,0.17966365,,20,0.35932729,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep [Retargeting]",55-64,unknown,9,10,,,0,THB,,,0,0.3592405,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Retargeting]",55-64,unknown,8,8,2,,2,THB,0.17467862,,25,0.34935725,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Retargeting]",55-64,unknown,3,5,,,0,THB,,,0,0.32959699,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",35-44,unknown,9,12,1,,2,THB,0.32,,16.66666667,0.32,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68 [Retargeting]",55-64,unknown,3,5,,,0,THB,,,0,0.30975501,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | BU DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68",65+,unknown,9,11,,,1,THB,,,9.09090909,0.27003105,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68 [Interest]",55-64,unknown,9,10,,,0,THB,,,0,0.26961674,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Retargeting]",18-24,unknown,4,9,,,0,THB,,,0,0.24954089,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | BU DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | DIA | Message | September Mega Sale up to 60% off | 1-12 Sep 68",65+,unknown,1,1,1,,0,THB,0.22001397,,0,0.22001397,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68",18-24,unknown,6,8,2,,2,THB,0.10991151,,25,0.21982303,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Retargeting]",65+,unknown,3,5,1,,1,THB,0.20961435,,20,0.20961435,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",35-44,unknown,10,10,,,0,THB,,,0,0.20960759,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68 [Interest]",65+,unknown,5,8,,,1,THB,,,12.5,0.19971611,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",45-54,unknown,6,8,2,,2,THB,0.09981314,,25,0.19962627,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | BU DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68","3020 | DIA | Engage | September Mega Sale up to 60% off | 1-12 Sep 68",55-64,unknown,7,8,2,,4,THB,0.09501093,,50,0.19002185,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",18-24,unknown,8,8,2,,2,THB,0.08984394,,25,0.17968788,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",18-24,unknown,4,6,,,0,THB,,,0,0.17959622,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",18-24,unknown,4,6,,,0,THB,,,0,0.17,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68",55-64,unknown,1,3,,,0,THB,,,0,0.16980416,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68",55-64,unknown,2,3,,,0,THB,,,0,0.15987129,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Retargeting]",65+,unknown,1,3,3,,0,THB,0.04998609,,0,0.14995826,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68 [Retargeting]",55-64,unknown,1,1,,,0,THB,,,0,0.1399468,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",25-34,unknown,4,4,1,,1,THB,0.13973839,,25,0.13973839,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Retargeting]",65+,unknown,2,7,,,0,THB,,,0,0.11985345,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Engage | Everyday Pearls sale up to 50% off | 1-30 Sep 68",65+,unknown,3,6,1,,1,THB,0.09991956,,16.66666667,0.09991956,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68 [Interest]",18-24,unknown,2,2,,,0,THB,,,0,0.09985805,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Interest]",55-64,unknown,1,1,1,,0,THB,0.08985619,,0,0.08985619,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",55-64,male,4,7,,,0,THB,,,0,0.07993467,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",65+,unknown,1,2,,,0,THB,,,0,0.07986128,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep [Retargeting]",65+,unknown,2,2,,,0,THB,,,0,0.07983122,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | BU DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68","3020 | DIA | Message | Everyday Pearls sale up to 50% off | 1-30 Sep 68",18-24,unknown,2,2,,,0,THB,,,0,0.06991936,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",25-34,unknown,3,3,,,1,THB,,,33.33333333,0.06,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",65+,unknown,1,1,,,0,THB,,,0,0.06,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",55-64,unknown,2,2,,,0,THB,,,0,0.05988534,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Retargeting]",18-24,unknown,1,1,,,0,THB,,,0,0.04998609,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68 [Interest]",55-64,unknown,1,3,,,0,THB,,,0,0.04995917,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 14-20 Sep 68 [Interest]",65+,unknown,2,2,1,,0,THB,0.0499201,,0,0.0499201,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Interest]",65+,unknown,2,2,,,0,THB,,,0,0.04990657,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",55-64,unknown,1,1,,,0,THB,,,0,0.0299327,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68","3020 | DIA | Engage | Grand Sale up to 70% off | 20-30 Sep 68 [Interest]",55-64,unknown,1,1,,,0,THB,,,0,0.02,2025-09-01,2025-09-30
"3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Message | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",18-24,unknown,1,2,,,0,THB,,,0,0.01997979,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep 68","3020 | BU DIA | Engage | Grand Sale up to 70% off | 25-30 Sep","3020 | DIA | Engage | Grand Sale up to 70% off | 25-30 Sep [Retargeting]",18-24,unknown,1,1,,,0,THB,,,0,0.01995781,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | BU DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68","3020 | DIA | Engage | September Big Deal sale up 50% off | 13-30 Sep 68 [Retargeting]",65+,unknown,1,1,,,0,THB,,,0,0.01995514,2025-09-01,2025-09-30
"3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | BU DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68","3020 | DIA | Message | Grand Sale up to 70% off | 13-30 Sep 68 [Retargeting]",18-24,unknown,1,1,,,0,THB,,,0,0.0099921,2025-09-01,2025-09-30
"3020 | BU DIA | Engage FB| Private Sale | 24 - 28 Aug 2025","3020 | BU DIA | Engage FB| Private Sale | 24 - 28 Aug 2025","3020 | BU DIA | Engage FB| Private Sale | 24 - 28 Aug 2025",25-34,female,0,0,,1,0,THB,,0,0,0,2025-09-01,2025-09-30
"3020 | BU DIA | MSG| Gifts From The Heart Sale up to 60% off | 16 - 31 Aug 2025","3020 | BU DIA | MSG| Gifts From The Heart Sale up to 60% off | 16 - 31 Aug 2025","3020 | BU DIA | MSG| Gifts From The Heart Sale up to 60% off",25-34,female,0,0,,1,0,THB,,0,0,0,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | Pearl Deals You Can't Miss Up to 60% Off | 1-31 Aug 68","3020 | BU DIA | Engage | Pearl Deals You Can't Miss Up to 60% Off | 1-31 Aug 68","3020 | BU DIA | Engage | Pearl Deals You Can't Miss Up to 60% Off | 1-31 Aug 68",35-44,female,0,0,,1,0,THB,,0,0,0,2025-09-01,2025-09-30
"3020 | BU DIA | Engage FB| Private Sale | 24 - 28 Aug 2025","3020 | BU DIA | Engage FB| Private Sale | 24 - 28 Aug 2025","3020 | BU DIA | Engage FB| Private Sale | 24 - 28 Aug 2025",35-44,female,0,0,,1,0,THB,,0,0,0,2025-09-01,2025-09-30
"3020 | BU DIA | Engage  | New Arrival | 7-31 Aug 2025","3020 | BU DIA | Engage  | New Arrival | 7-31 Aug 2025","3020 | BU DIA | Engage  | New Arrival | 7-31 Aug 2025",35-44,female,0,0,,1,0,THB,,0,0,0,2025-09-01,2025-09-30
"3020 | BU DIA | Engage | เลี้ยงด้วยใจ เเทนคุณด้วยเพชร ลดสูงสุด 60% | 13-31 Aug 68","3020 | BU DIA | Engage | เลี้ยงด้วยใจ เเทนคุณด้วยเพชร ลดสูงสุด 60% | 13-31 Aug 68","3020 | BU DIA | Engage | เลี้ยงด้วยใจ เเทนคุณด้วยเพชร ลดสูงสุด 60% | 13-31 Aug 68",65+,female,0,0,,1,0,THB,,0,0,0,2025-09-01,2025-09-30
