"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | Engage | 𝑺𝒊𝒎𝒑𝒍𝒊𝒇𝒚 𝑪𝒐𝒍𝒍𝒆𝒄𝒕𝒊𝒐𝒏 – 𝑻𝒉𝒆 𝑽 𝒐𝒇 𝑽𝒊𝒄𝒕𝒐𝒓𝒚 | 6-30 June 2025","3020 | BU DIA | Engage | 𝑺𝒊𝒎𝒑𝒍𝒊𝒇𝒚 𝑪𝒐𝒍𝒍𝒆𝒄𝒕𝒊𝒐𝒏 – 𝑻𝒉𝒆 𝑽 𝒐𝒇 𝑽𝒊𝒄𝒕𝒐𝒓𝒚 | 6-30 June 2025","3020 | BU DIA | Engage | 𝑺𝒊𝒎𝒑𝒍𝒊𝒇𝒚 𝑪𝒐𝒍𝒍𝒆𝒄𝒕𝒊𝒐𝒏 – 𝑻𝒉𝒆 𝑽 𝒐𝒇 𝑽𝒊𝒄𝒕𝒐𝒓𝒚 | 6-30 June 2025",65+,unknown,0,12,,,0,THB,,,0,0.1400056,2025-06-01,2025-06-30
"3020 | BU DIA | MSG | Pride Month Deals เริ่มต้นเพียง 22,900 | 1-30 June 2025","3020 | BU DIA | MSG | Pride Month Deals เริ่มต้นเพียง 22,900 | 1-30 June 2025","3020 | BU DIA | MSG | Pride Month Deals เริ่มต้นเพียง 22,900 | 1-30 June 2025",55-64,unknown,7,7,,,0,THB,,,0,0.1400046,2025-06-01,2025-06-30
"3020 | BU DIA | Engage | 𝑵𝑬𝑾 𝑨𝑹𝑹𝑰𝑽𝑨𝑳 𝑩𝒍𝒐𝒐𝒎 𝒊𝒏 𝑺𝒊𝒎𝒑𝒍𝒊𝒄𝒊𝒕𝒚 | 7 - 30 June 2025","3020 | BU DIA | Engage | 𝑵𝑬𝑾 𝑨𝑹𝑹𝑰𝑽𝑨𝑳 𝑩𝒍𝒐𝒐𝒎 𝒊𝒏 𝑺𝒊𝒎𝒑𝒍𝒊𝒄𝒊𝒕𝒚 | 7 - 30 June 2025","3020 | BU DIA | Engage | 𝑵𝑬𝑾 𝑨𝑹𝑹𝑰𝑽𝑨𝑳 𝑩𝒍𝒐𝒐𝒎 𝒊𝒏 𝑺𝒊𝒎𝒑𝒍𝒊𝒄𝒊𝒕𝒚 | 7 - 30 June 2025",55-64,unknown,5,5,1,,1,THB,0.1300078,,20,0.1300078,2025-06-01,2025-06-30
"3020 | BU DIA | Engage | 𝑵𝑬𝑾 𝑨𝑹𝑹𝑰𝑽𝑨𝑳 𝑩𝒍𝒐𝒐𝒎 𝒊𝒏 𝑺𝒊𝒎𝒑𝒍𝒊𝒄𝒊𝒕𝒚 | 7 - 30 June 2025","3020 | BU DIA | Engage | 𝑵𝑬𝑾 𝑨𝑹𝑹𝑰𝑽𝑨𝑳 𝑩𝒍𝒐𝒐𝒎 𝒊𝒏 𝑺𝒊𝒎𝒑𝒍𝒊𝒄𝒊𝒕𝒚 | 7 - 30 June 2025","3020 | BU DIA | Engage | 𝑵𝑬𝑾 𝑨𝑹𝑹𝑰𝑽𝑨𝑳 𝑩𝒍𝒐𝒐𝒎 𝒊𝒏 𝑺𝒊𝒎𝒑𝒍𝒊𝒄𝒊𝒕𝒚 | 7 - 30 June 2025",65+,unknown,0,6,,,0,THB,,,0,0.1300078,2025-06-01,2025-06-30
"3020 | BU DIA | Engage | Pride Month Deals เริ่มต้นเพียง 22,900 | 1-30 June 2025","3020 | BU DIA | Engage | Pride Month Deals เริ่มต้นเพียง 22,900 | 1-30 June 2025","3020 | BU DIA | Engage | Pride Month Deals เริ่มต้นเพียง 22,900 | 1-30 June 2025",55-64,unknown,4,4,,,0,THB,,,0,0.1200024,2025-06-01,2025-06-30
"3020 | BU DIA | MSG | 𝐒𝐇𝐈𝐍𝐄 𝐖𝐈𝐓𝐇 𝐏𝐑𝐈𝐃𝐄 | 1-15 June 2025","3020 | BU DIA | MSG | 𝐒𝐇𝐈𝐍𝐄 𝐖𝐈𝐓𝐇 𝐏𝐑𝐈𝐃𝐄 | 1-15 June 2025","3020 | BU DIA | MSG | 𝐒𝐇𝐈𝐍𝐄 𝐖𝐈𝐓𝐇 𝐏𝐑𝐈𝐃𝐄 | 1-15 June 2025",55-64,unknown,0,1,,,0,THB,,,0,0.11,2025-06-01,2025-06-30
"3020 | BU DIA | Engage | 𝐒𝐇𝐈𝐍𝐄 𝐖𝐈𝐓𝐇 𝐏𝐑𝐈𝐃𝐄 | 1-15 June 2025","3020 | BU DIA | Engage | Pride Month Deals เริ่มต้นเพียง 22,900 | 1-30 June 2025","3020 | BU DIA | Engage | 𝐒𝐇𝐈𝐍𝐄 𝐖𝐈𝐓𝐇 𝐏𝐑𝐈𝐃𝐄 | 1-15 June 2025",55-64,unknown,0,5,,,0,THB,,,0,0.100011,2025-06-01,2025-06-30
"3020 | BU DIA | MSG | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | MSG | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | MSG | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025",25-34,female,0,0,,1,0,THB,,0,0,0,2025-06-01,2025-06-30
"3020 | BU DIA | MSG | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | MSG | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025",25-34,female,0,0,,1,0,THB,,0,0,0,2025-06-01,2025-06-30
"3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC043 | 14-31 MAY 2025",25-34,female,0,0,,1,0,THB,,0,0,0,2025-06-01,2025-06-30
"3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025","3020 | BU DIA | Engage | (LEVA) SUMMER SALE เพชรใบเซอร์ LEVA Collection  | 1-31 MAY 2025",35-44,female,0,0,,1,0,THB,,0,0,0,2025-06-01,2025-06-30
"3020 | BU DIA | MSG | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | Engage | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025","3020 | BU DIA | MSG | MAY DAY MAY DEAL SALE ลดสูงสุด 50%  | 2-31 MAY 2025",35-44,female,0,0,,1,0,THB,,0,0,0,2025-06-01,2025-06-30
"3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC044  | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC044  | 4-31 MAY 2025","3020 | BU DIA | Engage | Bright Pearl Collection / New Arrival MMDC044  | 4-31 MAY 2025",35-44,female,0,0,,1,0,THB,,0,0,0,2025-06-01,2025-06-30
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",35-44,female,0,0,,1,0,THB,,0,0,0,2025-06-01,2025-06-30
"3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025","3020 | BU DIA | MSG | SUPER SURPRISE SALE  | 16-31 MAY 2025",45-54,female,0,0,,1,0,THB,,0,0,0,2025-06-01,2025-06-30
