"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025",45-54,male,220,253,6,,7,THB,3.4,,2.76679842,20.4,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025","3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025","3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025",45-54,male,216,311,23,2,33,THB,0.85872718,9.87536251,10.61093248,19.75072503,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025",65+,female,64,199,17,,23,THB,1.10764706,,11.55778894,18.83,2025-04-01,2025-04-30
"3020 | BU DIA | Engage | Wedding เริ่มต้นเพียง 22,900. - | 4 - 30 APR 2025","3020 | BU DIA | Engage | Wedding เริ่มต้นเพียง 22,900. - | 4 - 30 APR 2025","3020 | BU DIA | Engage | Wedding เริ่มต้นเพียง 22,900. - | 4 - 30 APR 2025",45-54,male,400,695,98,,122,THB,0.19173182,,17.55395683,18.78971815,2025-04-01,2025-04-30
"3020 | BU DIA | Engage | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | Engage | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | Engage | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025",45-54,male,328,653,69,,77,THB,0.25768631,,11.79173047,17.78035564,2025-04-01,2025-04-30
"3020 | BU DIA | Engage | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025","3020 | BU DIA | Engage | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025","3020 | BU DIA | Engage | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025",45-54,male,344,684,66,,74,THB,0.25515662,,10.81871345,16.84033681,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025",65+,female,152,215,22,,28,THB,0.70045455,,13.02325581,15.41,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | One Price (LEVA) ราคาเดียว 39,900.- | 3 - 15 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025",45-54,male,68,130,3,,5,THB,4.99344992,,3.84615385,14.98034975,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025",65+,male,108,172,2,1,3,THB,7.305,14.61,1.74418605,14.61,2025-04-01,2025-04-30
"3020 | BU DIA | Engage | Wedding เริ่มต้นเพียง 22,900. - | 4 - 30 APR 2025","3020 | BU DIA | Engage | Wedding เริ่มต้นเพียง 22,900. - | 4 - 30 APR 2025","3020 | BU DIA | Engage | Wedding เริ่มต้นเพียง 22,900. - | 4 - 30 APR 2025",65+,female,232,516,63,1,80,THB,0.22047288,13.88979165,15.50387597,13.88979165,2025-04-01,2025-04-30
"3020 | BU DIA | Engage | One Price (LEVA) ราคาเดียว 39,900.- | 3 - 15 APR 2025","3020 | BU DIA | Engage | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025","3020 | BU DIA | Engage | One Price (LEVA) ราคาเดียว 39,900.- | 3 - 15 APR 2025",55-64,male,176,270,27,,32,THB,0.36962778,,11.85185185,9.9799501,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Hot Deal ลดสูงสุด 50% | 16-30 ARP 2025","3020 | BU DIA | MSG | Hot Deal ลดสูงสุด 50% | 16-30 ARP 2025","3020 | BU DIA | MSG | Promotion : Online Exclusive เริ่มต้นเพียง 9,200. - | 02-31 MAR 2025",65+,male,32,61,5,1,5,THB,1.80401206,9.0200603,8.19672131,9.0200603,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025","3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025","3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025",55-64,male,36,60,2,1,4,THB,4.49016483,8.98032966,6.66666667,8.98032966,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025","3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025","3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025",65+,female,44,170,9,,11,THB,0.92558953,,6.47058824,8.3303058,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Hot Deal ลดสูงสุด 50% | 16-30 ARP 2025","3020 | BU DIA | MSG | Hot Deal ลดสูงสุด 50% | 16-30 ARP 2025","3020 | BU DIA | MSG | Promotion : Online Exclusive เริ่มต้นเพียง 9,200. - | 02-31 MAR 2025",35-44,unknown,24,62,5,,7,THB,1.57601054,,11.29032258,7.88005268,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025","3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025","3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025",25-34,unknown,32,59,9,,12,THB,0.81891895,,20.33898305,7.37027055,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025","3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025","3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025",35-44,unknown,16,51,3,,3,THB,2.36342009,,5.88235294,7.09026028,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025",45-54,male,72,115,10,,13,THB,0.647,,11.30434783,6.47,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | One Price (LEVA) ราคาเดียว 39,900.- | 3 - 15 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025",25-34,unknown,6,15,1,,1,THB,6.42014989,,6.66666667,6.42014989,2025-04-01,2025-04-30
"3020 | BU DIA | Engage | Product : Aura Collection Model | 3-31 MAr2025","3020 | BU DIA | Engage | Product : Aura Collection Model | 3-31 MAr2025","3020 | BU DIA | Engage | Product : Aura Collection Model | 3-31 MAr2025",35-44,unknown,80,163,10,,19,THB,0.62601252,,11.65644172,6.2601252,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | One Price (LEVA) ราคาเดียว 39,900.- | 3 - 15 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025",65+,male,26,42,,,0,THB,,,0,5.99013985,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025",35-44,unknown,16,36,7,,9,THB,0.82571429,,25,5.78,2025-04-01,2025-04-30
"3020 | BU DIA | Engage | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | Engage | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | Engage | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025",55-64,male,88,186,15,,16,THB,0.38134096,,8.60215054,5.72011441,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025","3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025","3020 | BU DIA | MSG | Wedding เริ่มต้นเพียง 22,900.- | 4 - 30 APR 2025",65+,male,16,69,1,,2,THB,5.59020521,,2.89855072,5.59020521,2025-04-01,2025-04-30
"3020 | BU DIA | Engage | Hot Deal ลดสูงสุด 50% | 16-30 ARP 2025","3020 | BU DIA | Engage | Hot Deal ลดสูงสุด 50% | 16-30 ARP 2025","3020 | BU DIA | Engage | One Price (STD) ราคาเดียว 14,500.- | 16-30 ARP 2025",55-64,male,112,252,23,,21,THB,0.24304348,,8.33333333,5.59,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Hot Deal ลดสูงสุด 50% | 16-30 ARP 2025","3020 | BU DIA | MSG | Hot Deal ลดสูงสุด 50% | 16-30 ARP 2025","3020 | BU DIA | MSG | Promotion : Online Exclusive เริ่มต้นเพียง 9,200. - | 02-31 MAR 2025",55-64,male,32,61,5,,6,THB,1.0920073,,9.83606557,5.4600365,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025",55-64,male,16,64,6,,8,THB,0.9,,12.5,5.4,2025-04-01,2025-04-30
"3020 | BU DIA | Engage | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025","3020 | BU DIA | Engage | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025","3020 | BU DIA | Engage | Online Exclusive เริ่มต้นเพียง 9,200. - | 2 - 15 APR 2025",55-64,male,168,199,14,,15,THB,0.3814362,,7.53768844,5.3401068,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025",55-64,male,52,88,3,,5,THB,1.7,,5.68181818,5.1,2025-04-01,2025-04-30
"3020 | BU DIA | Engage | Product : Aura Collection Model | 3-31 MAr2025","3020 | BU DIA | Engage | Product : Aura Collection Model | 3-31 MAr2025","3020 | BU DIA | Engage | Product : Aura Collection Model | 3-31 MAr2025",25-34,unknown,32,119,10,,18,THB,0.50801016,,15.12605042,5.0801016,2025-04-01,2025-04-30
"3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025","3020 | BU DIA | MSG | ARP :  One Price (STD) ราคาเดียว 14,500.- | 1 - 31 APR 2025",35-44,unknown,16,37,5,,6,THB,0.99,,16.21621622,4.95,2025-04-01,2025-04-30
