"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 2-30 Nov 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage |Wedding Package sale up to 60% off | 2-30 Nov 25 [Retargeting]",35-44,male,754,1410,211,1,269,THB,0.27140936,57.26737594,19.07801418,57.26737594,2025-11-01,2025-11-30
"3020 | BU DIA | Engage  | New Arrival Infinite Love Collection | 6-30 Nov 25","New Arrival Infinite Love Collection","3020 | BU DIA | Engage  | New Arrival Infinite Love Collection | 6-30 Nov 25 [Retargeting]",35-44,male,696,1355,161,,183,THB,0.35383518,,13.50553506,56.96746408,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | จัดตามงบ ได้ครบตามใจ Sale up to 50% off | 16-30 Nov 25","จัดตามงบ ได้ครบตามใจ Sale up to 50% off","3020 | BU DIA | Engage  | จัดตามงบ ได้ครบตามใจ Sale up to 50% off | 16-30 Nov 25 [Retargeting]",55-64,female,1001,1700,239,,304,THB,0.23011521,,17.88235294,54.99753436,2025-11-01,2025-11-30
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 4-30 Nov 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- |  4-30 Nov 25 [Interest]",25-34,female,1512,2463,323,1,422,THB,0.16420153,53.0370937,17.13357694,53.0370937,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | NEW ARRIVAL แหวนเพชร Simplify Collection | 3-30 Nov 25","NEW ARRIVAL แหวนเพชร Simplify Collection","3020 | BU DIA | Engage  | NEW ARRIVAL แหวนเพชร Simplify Collection | 3-30 Nov 25 [Retargeting]",35-44,male,522,1016,117,1,136,THB,0.45319359,53.02365036,13.38582677,53.02365036,2025-11-01,2025-11-30
"3020 | BU DIA | Message | The Season of Gift Finding Sale up to 60% off | 10-12 Nov 25","The Season of Gift Finding Sale up to 60% off | 10-12 Nov 25","3020 | BU DIA | Message |The Season of Gift Finding Sale up to 60% off | 10-12 Nov 25  [Retargeting]",25-34,male,353,581,16,,27,THB,3.22714105,,4.64716007,51.63425672,2025-11-01,2025-11-30
"3020 | BU DIA | Message | Modern Pearl, Minimal You Sale up to 60% | 1-30 Nov 25","Modern Pearl, Minimal You Sale up to 60%","3020 | BU DIA | Message | Modern Pearl, Minimal You Sale up to 60% | 1-30 Nov 25 [Interest]",55-64,female,366,649,66,1,101,THB,0.77932654,51.43555173,15.5624037,51.43555173,2025-11-01,2025-11-30
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 2-30 Nov 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 2-30 Nov 25 [Interest]",25-34,male,1214,1663,258,,341,THB,0.19927513,,20.50511124,51.41298459,2025-11-01,2025-11-30
"3020 | BU DIA | Message | Modern Pearl, Minimal You Sale up to 60% | 1-30 Nov 25","Modern Pearl, Minimal You Sale up to 60%","3020 | BU DIA | Message | Modern Pearl, Minimal You Sale up to 60% | 1-30 Nov 25 [Retargeting]",25-34,male,343,682,38,3,63,THB,1.34065244,16.98159756,9.23753666,50.94479269,2025-11-01,2025-11-30
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 2-30 Nov 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message |Wedding Package sale up to 60% off | 2-30 Nov 25 [Interest]",35-44,male,280,587,45,1,61,THB,1.12058719,50.42642334,10.39182283,50.42642334,2025-11-01,2025-11-30
