"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"2200 | BU DIA | Message | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","2200 | BU DIA | Message | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26 - [Other-Province]",45-54,female,1436,2155,8,1,10,THB,16.50641398,132.0513118,0.46403712,132.0513118,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",18-24,male,707,1141,35,,4,THB,3.65885714,,0.35056968,128.06,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26 - [Other-Province]",35-44,female,1277,1883,24,,3,THB,5.33158731,,0.15932023,127.95809541,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [Other-Province]",35-44,male,820,1352,30,,1,THB,4.149,,0.0739645,124.47,2026-04-01,2026-04-30
"2200 | BU DIA x Pearl | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA x Pearl | Engage | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",65+,male,564,838,37,,23,THB,3.29646877,,2.74463007,121.9693446,2026-04-01,2026-04-30
"2200 | BU DIA | Message | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","2200 | BU DIA | Message | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26 - [BKK]",35-44,male,1480,2190,5,1,6,THB,23.13415507,115.67077535,0.2739726,115.67077535,2026-04-01,2026-04-30
"2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26 - [Other-Province]",45-54,female,246,450,18,,20,THB,6.3883844,,4.44444444,114.9909192,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26 - [Other-Province]",35-44,male,915,1337,15,,0,THB,7.42788944,,0,111.41834159,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","2200 | BU DIA | Engage | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26 - [Other-Province]",45-54,male,769,1723,7,,1,THB,15.89,,0.05803831,111.23,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [Other-Province]",35-44,female,886,1413,20,,3,THB,5.4415,,0.21231423,108.83,2026-04-01,2026-04-30
"2200 | BU DIA x Pearl | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA x Pearl | Message | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",55-64,female,548,1342,149,6,201,THB,0.72258892,17.94429154,14.97764531,107.66574924,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Message | Summer shine LEVA Collection | 18 - 30 April 26 - [BKK]",45-54,female,397,787,47,,63,THB,2.28489362,,8.00508259,107.39,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","2200 | BU DIA | Engage | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26 - [Other-Province]",45-54,female,744,1573,12,,1,THB,8.83916667,,0.06357279,106.07,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [Other-Province]",25-34,male,643,805,56,,12,THB,1.88767857,,1.49068323,105.71,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26","Wedding Package Aurora Diamond | 2 - 30 April 26","2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26 - [Other-Province]",45-54,female,589,1443,124,3,168,THB,0.8391129,34.68333333,11.64241164,104.05,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26","Wedding Package Aurora Diamond | 2 - 30 April 26","2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26 - [Other-Province]",25-34,male,647,1785,96,2,128,THB,1.07770833,51.73,7.17086835,103.46,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",25-34,male,385,757,6,,5,THB,16.22333333,,0.66050198,97.34,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Shine Your Way | 18 - 30 April 26","Shine Your Way | 18 - 30 April 26","2200 | BU DIA | Message | Shine Your Way | 18 - 30 April 26 - [Other-Province]",45-54,female,314,480,26,1,35,THB,3.49269231,90.81,7.29166667,90.81,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Shine Your Way | 18 - 30 April 26","Shine Your Way | 18 - 30 April 26","2200 | BU DIA | Message | Shine Your Way | 18 - 30 April 26 - [BKK]",25-34,male,642,933,10,,9,THB,9.044,,0.96463023,90.44,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",25-34,male,700,1218,23,1,8,THB,3.92485326,90.27162498,0.65681445,90.27162498,2026-04-01,2026-04-30
"2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26 - [BKK]",35-44,male,424,699,52,2,17,THB,1.62788462,42.325,2.43204578,84.65,2026-04-01,2026-04-30
"2200 | BU DIA x Pearl | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA x Pearl | Message | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",55-64,female,277,757,77,5,102,THB,1.09378411,16.84427536,13.47424042,84.22137681,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [Other-Province]",45-54,female,503,873,13,,0,THB,6.27230769,,0,81.54,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",55-64,female,213,381,23,2,25,THB,3.46869565,39.89,6.56167979,79.78,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [Other-Province]",35-44,female,565,769,60,,50,THB,1.2415,,6.50195059,74.49,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Shine Your Way | 18 - 30 April 26","Shine Your Way | 18 - 30 April 26","2200 | BU DIA | Engage | Shine Your Way | 18 - 30 April 26 - [Other-Province]",25-34,male,717,900,17,,0,THB,4.33882353,,0,73.76,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",35-44,male,245,382,22,,3,THB,3.35136364,,0.78534031,73.73,2026-04-01,2026-04-30
"2200 | BU DIA | Message | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","2200 | BU DIA | Message | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26 - [Other-Province]",35-44,male,2817,3670,4,1,5,THB,18.35268232,73.41072926,0.13623978,73.41072926,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Shine Your Way | 18 - 30 April 26","Shine Your Way | 18 - 30 April 26","2200 | BU DIA | Engage | Shine Your Way | 18 - 30 April 26 - [Other-Province]",25-34,female,860,1109,13,,0,THB,5.43,,0,70.59,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",35-44,female,363,556,11,,2,THB,6.34636364,,0.35971223,69.81,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [Other-Province]",45-54,male,489,832,18,,2,THB,3.80722222,,0.24038462,68.53,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",45-54,female,237,441,10,,0,THB,6.784,,0,67.84,2026-04-01,2026-04-30
"2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26 - [Other-Province]",35-44,male,263,477,16,1,14,THB,4.16440829,66.63053262,2.93501048,66.63053262,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Message | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26- [BKK]",35-44,male,193,459,6,,5,THB,11.07666667,,1.08932462,66.46,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26 - [BKK]",25-34,male,415,635,10,,0,THB,6.57,,0,65.7,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [Other-Province]",45-54,female,466,554,48,,35,THB,1.36791667,,6.31768953,65.66,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26 - [Other-Province]",45-54,female,603,844,11,,1,THB,5.93082081,,0.11848341,65.23902895,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [BKK]",45-54,female,407,530,58,,45,THB,1.11793103,,8.49056604,64.84,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",18-24,female,750,1470,18,1,3,THB,3.56117522,64.10115388,0.20408163,64.10115388,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26 - [BKK]",25-34,female,460,635,13,,3,THB,4.89153846,,0.47244094,63.59,2026-04-01,2026-04-30
"2200 | BU DIA | Message | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","2200 | BU DIA | Message | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26 - [BKK]",55-64,female,333,507,1,,2,THB,62.66042002,,0.39447732,62.66042002,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Shine Your Way | 18 - 30 April 26","Shine Your Way | 18 - 30 April 26","2200 | BU DIA | Engage | Shine Your Way | 18 - 30 April 26 - [BKK]",35-44,female,572,773,12,,0,THB,5.145,,0,61.74,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [BKK]",35-44,female,473,701,57,,47,THB,1.07754386,,6.70470756,61.42,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","2200 | BU DIA | Engage | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26 - [Other-Province]",55-64,male,308,743,6,,1,THB,10.02166667,,0.1345895,60.13,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26","Wedding Package Aurora Diamond | 2 - 30 April 26","2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26 - [BKK]",25-34,male,202,548,23,,33,THB,2.60521739,,6.02189781,59.92,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Shine Your Way | 18 - 30 April 26","Shine Your Way | 18 - 30 April 26","2200 | BU DIA | Message | Shine Your Way | 18 - 30 April 26 - [BKK]",35-44,male,269,382,10,,16,THB,5.541,,4.18848168,55.41,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [BKK]",25-34,female,460,593,35,,20,THB,1.55685714,,3.37268128,54.49,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",35-44,male,150,328,17,1,12,THB,3.20411765,54.47,3.65853659,54.47,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",18-24,male,249,469,8,2,4,THB,6.60875,26.435,0.85287846,52.87,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","2200 | BU DIA | Engage | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26 - [Other-Province]",55-64,female,330,736,6,,2,THB,8.59333333,,0.27173913,51.56,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Message | Summer shine LEVA Collection | 18 - 30 April 26 - [Other-Province]",25-34,male,262,627,16,,26,THB,3.19575656,,4.14673046,51.13210495,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [Other-Province]",55-64,male,205,420,11,,1,THB,4.59272727,,0.23809524,50.52,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","2200 | BU DIA | Engage | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26 - [Other-Province]",65+,male,200,529,12,,0,THB,4.17583333,,0,50.11,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [BKK]",25-34,male,430,547,36,,23,THB,1.38138889,,4.2047532,49.73,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [BKK]",55-64,female,223,318,32,,29,THB,1.5209375,,9.11949686,48.67,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [Other-Province]",35-44,male,451,545,23,,11,THB,2.10347826,,2.01834862,48.38,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26","Wedding Package Aurora Diamond | 2 - 30 April 26","2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26 - [Other-Province]",35-44,male,323,797,59,2,86,THB,0.81440678,24.025,10.79046424,48.05,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [BKK]",45-54,male,306,374,34,,26,THB,1.39941176,,6.95187166,47.58,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Shine Your Way | 18 - 30 April 26","Shine Your Way | 18 - 30 April 26","2200 | BU DIA | Message | Shine Your Way | 18 - 30 April 26 - [Other-Province]",35-44,male,273,382,12,1,4,THB,3.885,46.62,1.04712042,46.62,2026-04-01,2026-04-30
"2200 | BU DIA x Pearl | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA x Pearl | Engage | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",18-24,male,469,606,14,,7,THB,3.32783926,,1.15511551,46.58974965,2026-04-01,2026-04-30
"2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26 - [BKK]",55-64,female,216,342,44,,22,THB,1.05613636,,6.43274854,46.47,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [BKK]",35-44,male,402,527,30,,19,THB,1.51833333,,3.60531309,45.55,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",35-44,male,211,293,14,,1,THB,3.21071429,,0.34129693,44.95,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26 - [BKK]",45-54,male,182,292,9,1,1,THB,4.90444444,44.14,0.34246575,44.14,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Shine Your Way | 18 - 30 April 26","Shine Your Way | 18 - 30 April 26","2200 | BU DIA | Engage | Shine Your Way | 18 - 30 April 26 - [BKK]",35-44,male,362,494,8,,1,THB,5.45375,,0.20242915,43.63,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Message | Summer shine LEVA Collection | 18 - 30 April 26 - [Other-Province]",55-64,female,160,325,21,1,21,THB,2.07246627,43.52179165,6.46153846,43.52179165,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [BKK]",35-44,female,542,728,9,,1,THB,4.66333333,,0.13736264,41.97,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [Other-Province]",65+,male,165,298,14,,1,THB,2.94142857,,0.33557047,41.18,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [BKK]",35-44,male,411,563,10,,1,THB,4.114,,0.17761989,41.14,2026-04-01,2026-04-30
"2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26 - [BKK]",65+,male,148,241,20,,12,THB,2.037,,4.97925311,40.74,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [BKK]",45-54,female,241,365,8,,0,THB,5.06,,0,40.48,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",18-24,male,733,1076,23,,4,THB,1.74611839,,0.37174721,40.16072293,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Engage | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",35-44,female,243,363,10,,1,THB,3.974,,0.27548209,39.74,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26","2200 | BU DIA | Engage | สงกรานต์นี้… ช้อปเพชรรับสุข สนุก x2 | 2 - 17 April 26 - [Other-Province]",65+,female,300,622,1,,1,THB,39.73,,0.1607717,39.73,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Engage | A Summer shine | 16 - 30 April 26 - [Other-Province]",45-54,male,329,497,6,,0,THB,6.57323549,,0,39.43941296,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26","Pearl Summer Duo sale | 1-30 April 26","2200 | BU DIA | Message | Pearl Summer Duo sale | 1-30 April 26 - [Other-Province]",55-64,female,147,258,11,,8,THB,3.47188068,,3.10077519,38.19068747,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26","2200 | BU DIA | Engage | Songkran sale - สาดความสุข ช้อปสนุกทุกชิ้น | 1-15 April 26 - [Other-Province]",55-64,female,204,365,8,,0,THB,4.7575,,0,38.06,2026-04-01,2026-04-30
"2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26","Summer shine LEVA Collection | 18 - 30 April 26","2200 | BU DIA | Engage | Summer shine LEVA Collection | 18 - 30 April 26 - [Other-Province]",55-64,female,366,394,27,,19,THB,1.40333333,,4.82233503,37.89,2026-04-01,2026-04-30
"2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26 - [BKK]",45-54,male,173,254,18,,5,THB,2.09444444,,1.96850394,37.7,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26","Wedding Package Aurora Diamond | 2 - 30 April 26","2200 | BU DIA | Message | Wedding Package Aurora Diamond | 2 - 30 April 26 - [BKK]",45-54,female,126,316,24,,30,THB,1.55458333,,9.49367089,37.31,2026-04-01,2026-04-30
"2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26 - [BKK]",65+,female,177,286,35,2,14,THB,1.05657143,18.49,4.8951049,36.98,2026-04-01,2026-04-30
"2200 | BU DIA | Message | Shine Your Way | 18 - 30 April 26","Shine Your Way | 18 - 30 April 26","2200 | BU DIA | Message | Shine Your Way | 18 - 30 April 26 - [BKK]",65+,male,45,61,5,,1,THB,7.342,,1.63934426,36.71,2026-04-01,2026-04-30
"2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26","A Summer shine | 16 - 30 April 26","2200 | BU DIA | Message | A Summer shine | 16 - 30 April 26 - [BKK]",55-64,male,100,149,22,1,4,THB,1.57954545,34.75,2.68456376,34.75,2026-04-01,2026-04-30
